Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Bogotá,PDI  (Patio Calle 80),2023,mar,328157711,200392753,121291105,6473853,43347042,22757592,-59630781,5,25,648,1574,2420,0.019727871029670854,-0.1817137888312489
Zona Bogotá,PDI  (Patio Calle 80),2023,abr,312313164,177294839,115879103,19139222,30221860,31400065,-42482703,5,25,572,1351,2420,0.06128214947737522,-0.13602597615770048
Zona Bogotá,PDI  (Patio Calle 80),2023,may,338681738,295839053,126417355,-83574670,40229614,26458558,-150262842,5,26,600,1745,2420,-0.2467646188824034,-0.4436697499172512
Zona Bogotá,PDI  (Patio Calle 80),2023,jun,393344905,57240531,123109248,212995126,55399452,40467419,117128255,5,27,668,1969,2580,0.5414971016339972,0.2977749387652549
Zona Bogotá,PDI  (Patio Calle 80),2023,jul,381653230,49678106,125955692,206019432,8368960,38477215,159173257,7,25,643,1977,2580,0.5398079088705734,0.41706251772060204
Zona Bogotá,PDI  (Patio Calle 80),2023,ago,416758749,80564519,146472627,189721603,21258716,39508617,128954270,7,25,683,2092,2580,0.4552312421880314,0.3094218665101137
Zona Bogotá,PDI  (Patio Calle 80),2023,sep,455187410,61252986,118306089,275628335,31721616,29709514,214197205,7,23,748,2408,2420,0.6055271497952898,0.47056926508578084
Zona Bogotá,PDI  (Patio Calle 80),2023,oct,428756456,64276632,131808530,232671294,39071378,32698853,160901063,6,25,664,2361,2580,0.5426654007047768,0.3752737964603383
Zona Bogotá,PDI  (Patio Calle 80),2023,nov,817066391,155410882,163274973,498380536,53372471,76380478,368627587,5,26,1190,4270,2740,0.6099633291610939,0.45115989478999385
Zona Bogotá,PDI  (Patio Calle 80),2023,dic,1046722881,126925227,299823306,619974348,104689493,30050131,485234724,5,31,1275,5445,3240,0.5923003683722855,0.46357515710024877
Zona Bogotá,PDI  (Patio Calle 80),2024,ene,453842781,72235432,212161429,169445920,64671581,40068705,64705634,5,31,565,2532,3400,0.3733581916333269,0.14257279548972268
Zona Bogotá,PDI  (Patio Calle 80),2024,feb,577658295,86746460,181476538,309435297,50731912,28589098,230114287,5,31,825,3045,3240,0.535671866358294,0.39835710660053797
Zona Bogotá,PDI  (Patio Calle 80),2024,mar,571230715,90687558,218356896,262186261,100440159,30988555,130757547,6,31,836,2854,3240,0.4589848796908619,0.22890496530810672
Zona Bogotá,PDI  (Patio Calle 80),2024,abr,571781649,148488545,157662408,265630696,101700409,26810307,137119980,6,32,792,2924,3240,0.46456666887537695,0.23981178871307218
Zona Bogotá,PDI  (Patio Calle 80),2024,may,579524801,77331559,220405183,281788059,116677058,60607554,104503447,7,32,699,2895,3240,0.48623986154476934,0.18032609962450943
Zona Bogotá,PDI  (Patio Calle 80),2024,jun,512028972,67568763,139496185,304964024,101009022,20803094,183151908,7,32,636,2496,3080,0.5955991568383361,0.3576983296171764
Zona Bogotá,PDI  (Patio Calle 80),2024,jul,565388699,124872757,235781100,204734842,80628804,43803640,80302398,7,32,853,2689,3080,0.3621134316305109,0.142030426398742
Zona Bogotá,PDI  (Patio Calle 80),2024,ago,593335311,97751471,200979732,294604108,127846928,43326894,123430286,6,32,878,2578,3080,0.49652212254732975,0.20802787852280716
Zona Bogotá,PDI  (Patio Calle 80),2024,sep,725315438,89687607,203227811,432400020,109170670,37778689,285450661,6,34,836,3033,3240,0.5961544417037488,0.3935538195452004
Zona Bogotá,PDI  (Patio Calle 80),2024,oct,657756090,110081403,209499729,338174958,113770704,43358622,181045632,7,40,911,3068,3560,0.5141342864647593,0.27524736715094494
Zona Bogotá,PDI  (Patio Calle 80),2024,nov,1092659504,127856807,302347596,662455101,116963904,67274713,478216484,9,40,1362,5010,4120,0.6062777091810295,0.43766286043305214
Zona Bogotá,PDI  (Patio Calle 80),2024,dic,1254461017,189600095,289328579,775532343,131924064,70839465,572768814,9,40,1885,5343,4120,0.6182195640121673,0.4565855823640951
Zona Costa,Barranquilla 77,2021,ene,406773234,70507043,114524459,221741732,104951650,65104144,51685938,14,31,678,3534,3430,0.5451237039849087,0.1270632718179289
Zona Costa,Barranquilla 77,2021,feb,403859171,68325785,118865763,216667623,98749873,61542558,56375192,15,31,668,3613,3590,0.5364930118177259,0.13959121408685307
Zona Costa,Barranquilla 77,2021,mar,444535430,79081022,135336061,230118347,116425421,73802366,39890560,15,29,721,3580,3430,0.5176603066261782,0.08973538959538051
Zona Costa,Barranquilla 77,2021,abr,310618175,54035155,127421493,129161527,61533200,71751126,-4122799,15,30,469,3044,3590,0.4158208932880376,-0.013272883983688333
Zona Costa,Barranquilla 77,2021,may,344420423,54964171,143136352,146319900,101280446,73258150,-28218696,14,31,528,3284,3750,0.42482933713834964,-0.08193096029035421
Zona Costa,Barranquilla 77,2021,jun,371585387,70110448,142421260,159053679,108895972,67612923,-17455216,14,31,670,3254,3750,0.4280407264777611,-0.046974979670015925
Zona Costa,Barranquilla 77,2021,jul,454300327,77334487,139305908,237659932,101086996,78250953,58321983,14,31,760,3606,3750,0.5231339663992802,0.12837759414599761
Zona Costa,Barranquilla 77,2021,ago,449373683,90998834,122037224,236337625,118020935,73589762,44726928,14,33,748,3732,3750,0.5259267152055275,0.09953170310598719
Zona Costa,Barranquilla 77,2021,sep,487590757,82662798,165549705,239378254,95766186,84080225,59531843,15,35,784,4138,4070,0.4909409183078505,0.12209387102881444
Zona Costa,Barranquilla 77,2021,oct,483033937,91878956,147839325,243315656,99974198,79832329,63509129,15,35,781,3968,4070,0.5037237290430796,0.13147964177100874
Zona Costa,Barranquilla 77,2021,nov,492985094,86764160,148970406,257250528,124934593,86689607,45626328,15,35,750,4390,4070,0.5218221222729302,0.09255113096786655
Zona Costa,Barranquilla 77,2021,dic,461042306,97707837,144279375,219055094,105670148,88399067,24985879,16,35,829,3337,4070,0.4751301369727228,0.054194330270419915
Zona Costa,Barranquilla 77,2022,ene,503276922,91717256,156236009,255323657,114906933,77602528,62814196,16,35,789,4187,4090,0.5073224021188081,0.12481040408206916
Zona Costa,Barranquilla 77,2022,feb,531806854,97549879,182263521,251993454,160363257,79609651,12020546,16,40,806,4729,4890,0.4738439380850853,0.02260321752077306
Zona Costa,Barranquilla 77,2022,mar,511048522,100620011,194150612,216277899,119802284,93153962,3321653,17,41,856,4290,5090,0.42320423538960944,0.006499682235652763
Zona Costa,Barranquilla 77,2022,abr,478909610,91850201,173917376,213142033,145579454,97299615,-29737036,19,38,748,3723,5090,0.44505691376708856,-0.062093212119923843
Zona Costa,Barranquilla 77,2022,may,458759846,85180494,157803120,215776232,154871493,105894585,-44989846,20,37,744,3502,4930,0.4703468140932282,-0.09806840418199983
Zona Costa,Barranquilla 77,2022,jun,518004234,104907576,171225157,241871501,117629239,96387941,27854321,20,38,742,3890,5090,0.46692958305047366,0.05377238094158126
Zona Costa,Barranquilla 77,2022,jul,538671639,122344138,174804024,241523477,160111226,111405264,-29993013,20,38,768,3814,5250,0.44836865265149034,-0.055679584423044035
Zona Costa,Barranquilla 77,2022,ago,526866570,127503907,191892481,207470182,138114771,90445917,-21090506,19,41,771,3902,5730,0.39378126040526734,-0.04003007061161615
Zona Costa,Barranquilla 77,2022,sep,597978768,115661200,201210589,281106979,207462122,101287701,-27642844,20,43,749,4464,5930,0.47009525094041466,-0.04622713293392383
Zona Costa,Barranquilla 77,2022,oct,517692322,137172620,179217613,201302089,139505056,95696198,-33899165,20,43,685,4301,5930,0.3888450348699589,-0.06548129759591065
Zona Costa,Barranquilla 77,2022,nov,575650041,129944547,167996971,277708523,144102617,122140577,11465329,21,36,687,4211,5450,0.4824259588648236,0.019917186108564872
Zona Costa,Barranquilla 77,2022,dic,591312071,109201724,195096101,287014246,132457332,97724498,56832416,22,39,747,4231,5290,0.48538539981877016,0.09611238935793685
Zona Costa,Barranquilla 77,2023,ene,533170981,94716732,193649236,244805013,127282454,101007622,16514937,21,39,625,4296,5290,0.45914916926058286,0.03097493597461937
Zona Costa,Barranquilla 77,2023,feb,547551940,88236110,188443611,270872219,120240207,96359474,54272538,23,37,580,4194,5290,0.4946968483026469,0.09911852015354014
Zona Costa,Barranquilla 77,2023,mar,642177929,108799254,216579309,316799366,114776923,118029685,83992758,23,36,716,4652,5290,0.4933202336824628,0.13079359194233534
Zona Costa,Barranquilla 77,2023,abr,506319663,92318045,194838175,219163443,92803946,113243142,13116355,23,37,596,3826,5130,0.43285587942888165,0.025905284662033755
Zona Costa,Barranquilla 77,2023,may,631343944,125295389,213774207,292274348,115099910,103576169,73598269,21,37,661,3926,5130,0.46293997238373763,0.11657396843581666
Zona Costa,Barranquilla 77,2023,jun,600634484,100474181,220522929,279637374,140771190,132137041,6729143,23,42,626,4365,5610,0.4655699621801934,0.01120339104605922
Zona Costa,Barranquilla 77,2023,jul,459488069,121485519,152841031,185161519,124074659,44985806,16101054,23,42,759,3035,5610,0.4029735078931941,0.035041288525818066
Zona Costa,Barranquilla 77,2023,ago,392128950,85763021,122329540,184036389,99856962,61120948,23058479,13,30,675,2133,3530,0.46932619741541654,0.058803306922378465
Zona Costa,Barranquilla 77,2023,sep,406526492,138762455,129134656,138629381,127227513,39891050,-28489182,13,27,631,2476,3050,0.34100946365876694,-0.07007952141037835
Zona Costa,Barranquilla 77,2023,oct,429200916,152810983,144363697,132026236,158966296,58808433,-85748493,13,27,669,2478,3050,0.307609399417032,-0.199786369980627
Zona Costa,Barranquilla 77,2023,nov,410417686,129608168,138793621,142015897,137080665,67485626,-62550394,13,26,646,2313,2890,0.34602772210942195,-0.1524066728449904
Zona Costa,Barranquilla 77,2023,dic,379620747,85638480,91619177,202363090,119821369,69906353,12635368,14,26,641,2435,3050,0.5330664659379114,0.03328418717852636
Zona Costa,Barranquilla 77,2024,ene,358346763,107126684,120964952,130255127,112760173,59863859,-42368905,14,25,613,1914,2890,0.36348905710639834,-0.11823437344681693
Zona Costa,Barranquilla 77,2024,feb,395029675,122665164,158403778,113960733,133926365,66734294,-86699926,16,25,568,2199,3050,0.2884865118044613,-0.21947699498778162
Zona Costa,Barranquilla 77,2024,mar,465198263,132751997,126019267,206426999,133738097,87141140,-14452238,17,25,643,2610,3050,0.44373983184885624,-0.031066835690226988
Zona Costa,Barranquilla 77,2024,abr,464741909,135435934,161915343,167390632,132821408,70884654,-36315430,16,25,729,2570,3210,0.3601797659268125,-0.0781410699072547
Zona Costa,Barranquilla 77,2024,may,531450780,149688933,165748681,216013166,116544917,123775825,-24307576,14,25,715,2997,3210,0.4064594015649013,-0.04573815095350881
Zona Costa,Barranquilla 77,2024,jun,354093266,102913758,200534517,50644991,130765631,69384968,-149505608,14,26,543,1763,3370,0.14302726389606066,-0.4222209862641104
Zona Costa,Barranquilla 77,2024,jul,385108456,102493717,99539780,183074959,114492486,52792672,15789801,11,26,560,2198,3370,0.4753854560908421,0.041000920010959195
Zona Costa,Barranquilla 77,2024,ago,368338879,126675509,149749119,91914251,118363302,62657638,-89106689,11,27,516,1888,3370,0.2495371958820562,-0.24191497037161802
Zona Costa,Barranquilla 77,2024,sep,367768164,81790578,158888936,127088650,125563161,64673551,-63148062,13,27,495,2426,3370,0.345567296031638,-0.1717061675844242
Zona Costa,Barranquilla 77,2024,oct,385559732,98239499,109409289,177910944,112149555,44851032,20910357,13,22,561,2364,2890,0.4614354903639159,0.05423376785623453
Zona Costa,Barranquilla 77,2024,nov,323689638,99023349,132439858,92226431,143830286,48118958,-99722813,12,22,453,1908,2730,0.28492240767991467,-0.30808157349788257
Zona Costa,Barranquilla 77,2024,dic,414054182,98414152,123777701,191862329,145317091,64865649,-18320411,12,22,553,1941,2730,0.46337493338009567,-0.04424640976093317
Zona Costa,Barranquilla Circunvalar,2021,ene,74691349,11295968,36973208,26422173,14587344,9570332,2264497,1,9,153,695,680,0.3537514498499686,0.030318062671488233
Zona Costa,Barranquilla Circunvalar,2021,feb,97038469,11318720,41143706,44576043,12416923,8282928,23876192,1,9,170,910,680,0.4593646567115563,0.2460487293961738
Zona Costa,Barranquilla Circunvalar,2021,mar,134703384,14885750,47138097,72679537,16856482,10940645,44882410,2,9,226,1184,680,0.5395524213408032,0.33319437617098024
Zona Costa,Barranquilla Circunvalar,2021,abr,97712927,11691285,35257430,50764212,9417732,6427571,34918909,2,9,174,867,680,0.5195240134399003,0.3573622249592421
Zona Costa,Barranquilla Circunvalar,2021,may,108034061,10983565,41669432,55381064,11349697,8971465,35059902,2,10,173,918,680,0.5126259578449059,0.3245263732148327
Zona Costa,Barranquilla Circunvalar,2021,jun,100482780,11969023,41556251,46957506,11637538,8833414,26486554,2,9,162,892,680,0.4673189376328959,0.2635929658793278
Zona Costa,Barranquilla Circunvalar,2021,jul,113686858,13116847,47028263,53541748,15096778,10136038,28308932,2,9,194,961,680,0.47095811197456083,0.24900795481567448
Zona Costa,Barranquilla Circunvalar,2021,ago,132537004,11862230,51071395,69603379,44309320,8085461,17208598,1,9,240,1258,680,0.5251618559296843,0.1298399502074153
Zona Costa,Barranquilla Circunvalar,2021,sep,148310711,17410934,47312020,83587757,17714336,7281846,58591575,1,9,261,1345,680,0.5635989230744096,0.3950596326114302
Zona Costa,Barranquilla Circunvalar,2021,oct,132356847,18071925,45406491,68878431,13078154,6527810,49272467,1,9,231,1209,680,0.5203994546651599,0.37226987584556165
Zona Costa,Barranquilla Circunvalar,2021,nov,131752516,16476726,44395380,70880410,50620097,8776205,11484108,1,8,228,1216,680,0.5379814530448891,0.08716424056751979
Zona Costa,Barranquilla Circunvalar,2021,dic,109774956,14630395,37911319,57233242,69749766,3227197,-15743721,1,8,175,1007,680,0.5213688448210355,-0.14341814903574182
Zona Costa,Barranquilla Circunvalar,2022,ene,69782101,10743995,37557345,21480761,8310288,7599335,5571138,1,8,112,625,680,0.3078262289637854,0.07983620326937418
Zona Costa,Barranquilla Circunvalar,2022,feb,92869828,11294969,41959594,39615265,14023580,7692888,17898797,2,8,163,850,680,0.4265676576896428,0.19272994669485122
Zona Costa,Barranquilla Circunvalar,2022,mar,89889836,10162923,38478531,41248382,7033077,8016961,26198344,2,9,147,736,680,0.4588770414488241,0.2914494582012587
Zona Costa,Barranquilla Circunvalar,2022,abr,88591183,9756980,42270473,36563730,9410547,8809035,18344148,2,10,128,705,680,0.41272425496338616,0.20706516584161655
Zona Costa,Barranquilla Circunvalar,2022,may,115941077,4288794,51646893,60005390,9853545,11802870,38348975,2,11,176,948,840,0.5175507382944183,0.3307626252255704
Zona Costa,Barranquilla Circunvalar,2022,jun,167382387,14500289,58325850,94556248,12272466,11735369,70548413,2,11,219,1308,840,0.5649115757920217,0.4214805049948296
Zona Costa,Barranquilla Circunvalar,2022,jul,108255146,10868380,48881400,48505366,13393158,8590535,26521673,2,11,166,883,840,0.44806522176784097,0.24499226115310951
Zona Costa,Barranquilla Circunvalar,2022,ago,67508466,12323447,33204373,21980646,26167197,5934890,-10121441,1,10,98,509,680,0.32559836272979453,-0.1499284697122284
Zona Costa,Barranquilla Circunvalar,2022,sep,97383248,15728930,37110771,44543547,28332573,6306946,9904028,2,8,187,678,680,0.4574046143952808,0.10170155754098487
Zona Costa,Barranquilla Circunvalar,2022,oct,109174472,22387285,44805807,41981380,11107863,11363760,19509757,2,7,207,648,520,0.38453476559978234,0.1787025542014987
Zona Costa,Barranquilla Circunvalar,2022,nov,93562846,17383736,31038469,45140641,38273512,16328320,-9461191,2,10,195,606,1640,0.4824633166887634,-0.10112123994176064
Zona Costa,Barranquilla Circunvalar,2022,dic,117157663,21274966,37442882,58439815,10027771,17711130,30700914,2,11,224,726,1000,0.49881342375359605,0.2620478525591621
Zona Costa,Barranquilla Circunvalar,2023,ene,126629644,25363358,51366262,49900024,30207216,10461495,9231313,2,11,245,782,1000,0.394062736210488,0.07290009438864094
Zona Costa,Barranquilla Circunvalar,2023,feb,99695563,21748902,39148511,38798150,16421410,11617668,10759072,2,11,190,574,1000,0.3891662661055437,0.10791926617636935
Zona Costa,Barranquilla Circunvalar,2023,mar,162649676,29954368,61137205,71558103,75364380,16935319,-20741596,3,11,296,974,1000,0.43995232428252734,-0.1275231313710087
Zona Costa,Barranquilla Circunvalar,2023,abr,151003874,34193530,44103914,72706430,26133144,23792690,22780596,3,12,239,824,1000,0.48148718356722425,0.15086100373822198
Zona Costa,Barranquilla Circunvalar,2023,may,161216972,37603894,51458777,72154301,90810250,19746189,-38402138,3,12,297,903,1000,0.447560204765538,-0.2382015833916047
Zona Costa,Barranquilla Circunvalar,2023,jun,150090769,34696475,44332916,71061378,37952324,20119704,12989350,3,10,252,869,1000,0.47345601913732616,0.08654329700982477
Zona Costa,Barranquilla Circunvalar,2023,jul,309898532,48621432,137305287,123971813,55525458,64786731,3659624,3,10,296,2294,1000,0.4000400137423045,0.01180910401989255
Zona Costa,Barranquilla Circunvalar,2023,ago,419748604,57172209,138597549,223978846,34116971,73381975,116479900,11,24,389,3278,3240,0.5336023607120799,0.2774991956852345
Zona Costa,Barranquilla Circunvalar,2023,sep,472815042,57175093,191989734,223650215,44035676,79028011,100586528,11,23,434,3509,3040,0.4730184007132328,0.21273969536696763
Zona Costa,Barranquilla Circunvalar,2023,oct,384947106,54569214,137156436,193221456,60102098,74986691,58132667,11,22,371,2890,2880,0.5019428721202024,0.1510146877166028
Zona Costa,Barranquilla Circunvalar,2023,nov,445197796,56164087,182998128,206035581,47382315,82567017,76086249,11,22,481,3684,2880,0.46279559973383155,0.17090437033520264
Zona Costa,Barranquilla Circunvalar,2023,dic,372904484,64259277,145135076,163510131,51782425,53913067,57814639,11,22,432,2678,2880,0.4384772455565324,0.15503873372571192
Zona Costa,Barranquilla Circunvalar,2024,ene,410778302,55552737,179252867,175972698,93420100,70306308,12246290,11,21,370,3084,2720,0.42838849360646125,0.029812407180163085
Zona Costa,Barranquilla Circunvalar,2024,feb,363697775,48657776,110064698,204975301,40802190,70189244,93983867,11,21,318,2673,2720,0.5635868984900994,0.2584119933095549
Zona Costa,Barranquilla Circunvalar,2024,mar,398641130,60143404,161340659,177157067,110209676,72143154,-5195763,11,21,429,2967,2720,0.4444023801558058,-0.01303368520955176
Zona Costa,Barranquilla Circunvalar,2024,abr,517413017,69640454,130852975,316919588,126418134,62076573,128424881,10,21,545,3526,2560,0.6125079531967013,0.24820574044429192
